"テーマ情報
2D001,,部分Ｆ,道路防護装置、防音壁                                                                                                                                                                                                                                                                                                                                                               ,E01F3/00-8/02,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D002,○,,道路付加設備（バリケード）,(E01F13/00),2D101へ変更,,,,
2D003,,Ｆ,掘削機械の作業制御                                                                                                                                                                                                                                                                                                                                                                  ,E02F3/42-3/43@Z;3/84-3/85@Z;9/20-9/22@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D004,,ＦＩ,着底式海上作業台                                                                                                                                                                                                                                                                                                                                                                     ,E02B17/00-17/08@Z,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D005,,部分Ｆ,浴槽の付属品                                                                                                                                                                                                                                                                                                                                                                           ,A47K3/00-3/00@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D006,,ＦＩ,ロックボルト                                                                                                                                                                                                                                                                                                                                                                           ,E21D20/00-21/02,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
2D011,,ＦＩ,ショベル系を除いた土砂堀削機及び施工法                                                                                                                                                                                                                                                                                                                                    ,E02F1/00-3/26;3/46-3/60,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D012,,部分Ｆ,ショベル系（制御を除く）                                                                                                                                                                                                                                                                                                                                                         ,E02F3/28-3/413,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D013,,ＦＩ,ショベル系を除いた土砂堀削機及び施工法                                                                                                                                                                                                                                                                                                                                    ,E02F3/627-3/815@Z;3/88-3/96@Z,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D014,,ＦＩ,溝掘等特殊目的の掘削及び土砂の移送                                                                                                                                                                                                                                                                                                                                          ,E02F5/00-7/10@Z,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D015,,部分Ｆ,建設機械の構成部品                                                                                                                                                                                                                                                                                                                                                                  ,E02F9/00-9/18;9/24-9/28@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D018,○,部分Ｆ,護岸                                                                                                                                                                                                                                                                                                                                                                                       ,"(E02B3/04-3/14,303                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       )",2D118へ変更（H15）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
2D019,,部分Ｆ,水門                                                                                                                                                                                                                                                                                                                                                                                       ,E02B7/20-7/54@Z;8/02-8/04,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D020,,ＦＩ,上水用取水集水配水                                                                                                                                                                                                                                                                                                                                                                  ,E03B1/00-11/16,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D022,,ＦＩ,水工一般、港湾設備                                                                                                                                                                                                                                                                                                                                                                  ,E02B1/00-3/02@Z;3/16-3/28,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D023,,ＦＩ,運河・水路・えん堤                                                                                                                                                                                                                                                                                                                                                                  ,E02B5/00-7/18;8/00;8/06-8/08;E02C1/00-5/02,ＦＩ化（H06）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1994,
2D024,,ＦＩ,水力発電，土壌排水，かんがい溝                                                                                                                                                                                                                                                                                                                                                ,E02B9/00-13/02@Z,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D025,,部分Ｆ,開放水面の清掃・清潔の維持                                                                                                                                                                                                                                                                                                                                                      ,E02B15/00-15/10@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D026,,部分Ｆ,街路・軌道・海岸の清掃                                                                                                                                                                                                                                                                                                                                                            ,E01H1/00-15/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D027,○,,地中掘さく機の構成部品,(E21B10/00-17/22),2D029に統合,○,,1992,
2D028,○,ＦＩ,油層からの石油の採取、坑井の調査                                                                                                                                                                                                                                                                                                                                             ,(E21B43/00-49/10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ),2D129へ統合（H15）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,
2D029,○,部分Ｆ,地中削孔機                                                                                                                                                                                                                                                                                                                                                                              ,(E21B1/00-41/10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ),"2D027,2D029,2D030統合（H06）、2D129へ統合（H15）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",○,1980,,
2D030,○,,,,2D029に統合,,,,
2D031,,ＦＩ,洗面器台とそれらの付属品                                                                                                                                                                                                                                                                                                                                                         ,A47K1/00-1/14@Z,ＦＩ化（H06）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1994,
2D032,○,部分Ｆ,浴槽と潅水器およびそれらの付属品                                                                                                                                                                                                                                                                                                                                             ,(A47K3/02-4/00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ),2D132へ変更（H26）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
2D033,,ＦＩ,石けん類の保持具                                                                                                                                                                                                                                                                                                                                                                     ,A47K5/00-5/18@Z,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D034,○,部分Ｆ,身体の洗浄（おしぼり、ブラシ）                                                                                                                                                                                                                                                                                                                                                ,(A47K7/00-7/08                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ),2D134、2D135へ変更（H26）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,○,,,
2D035,,ＦＩ,身体乾燥用具                                                                                                                                                                                                                                                                                                                                                                           ,A47K10/00-10/14;10/18-10/48@Z,ＦＩ化（H06）、一部を2D135へ変更（H26）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,○,,1994,
2D036,,Ｆ,簡易便器、非水洗便所                                                                                                                                                                                                                                                                                                                                                               ,A47K11/00-11/12,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D037,,Ｆ,便座、便蓋等の便器用品及び化粧室室設備                                                                                                                                                                                                                                                                                                                                    ,A47K13/00-17/02@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D038,,Ｆ,局部洗浄装置・その他の水洗便所用付属品                                                                                                                                                                                                                                                                                                                                    ,E03D9/00-9/16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D039,,Ｆ,水洗便所用衛生器具                                                                                                                                                                                                                                                                                                                                                                  ,E03D1/00-7/00;11/00-13/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D040,,Ｆ,地盤中に固結物質を施すことによる地盤強化                                                                                                                                                                                                                                                                                                                                 ,"E02D3/12-3/12,103",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D041,,Ｆ,杭・地中アンカー                                                                                                                                                                                                                                                                                                                                                                     ,"E02D5/22-5/80,103",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D042,,ＦＩ,地盤の乾燥維持，ケーソン                                                                                                                                                                                                                                                                                                                                                         ,E02D19/00-25/00,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
2D043,,Ｆ,地盤の調査及び圧密・排水による地盤強化                                                                                                                                                                                                                                                                                                                                    ,E02D1/00-3/115,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D044,,部分Ｆ,根切り，山留め，盛土，斜面の安定                                                                                                                                                                                                                                                                                                                                             ,"E02D17/00-17/20,106",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
2D045,,Ｆ,地下または水中での構築材料等の取り扱い                                                                                                                                                                                                                                                                                                                                    ,E02D15/00-15/10,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
